,WindDir,valid,UP,M,BL,FG,RA,SN,tmpf,dwpf,relh,sknt,vsby,gust
7669,SW,2021-09-05 14:50:00,False,False,False,True,False,False,46.4,46.4,100,27,0.12,38
7670,W,2021-09-05 22:53:00,True,True,False,False,False,False,48.2,48.2,100,28,0,28
7671,W,2021-09-06 04:57:00,False,False,False,True,False,False,44.6,44.6,100,25,0.06,34
7672,W,2021-09-06 14:57:00,False,False,False,True,True,False,44.6,44.6,100,41,0,55
7673,W,2021-09-06 22:56:00,False,False,False,True,False,False,39.2,39.2,100,60,0,73
7674,W,2021-09-07 04:53:00,False,False,False,True,False,False,39.2,39.2,100,52,0,61
7675,NW,2021-09-07 14:50:00,False,False,False,True,False,False,42.8,42.8,100,34,0.06,34
7676,W,2021-09-07 22:53:00,False,False,False,True,False,False,42.4,42,98.85,18,0.06,18
7677,SW,2021-09-08 04:50:00,False,True,False,False,False,False,44.6,42.8,93.35,35,70,43
7678,S,2021-09-08 14:54:00,False,False,False,True,False,False,50,50,100,24,0,32
7679,SW,2021-09-08 22:48:00,True,True,False,False,False,False,51.8,51.8,100,21,0,35
7680,SW,2021-09-09 04:53:00,False,False,False,True,False,False,48.2,48.2,100,28,0.06,28
7681,SW,2021-09-09 14:51:00,False,False,False,True,False,False,48.2,48.2,100,15,0,29
7682,NW,2021-09-09 22:57:00,True,True,False,False,False,False,46.4,39.2,75.84,8,25,8
7683,NW,2021-09-10 04:49:00,True,True,False,False,False,False,44.6,44.6,100,25,0,35
7684,NW,2021-09-10 14:59:00,False,False,False,True,True,False,39.2,39.2,100,43,0,55
7685,NW,2021-09-10 22:50:00,False,False,False,True,False,False,35.6,35.6,100,46,0,58
7686,NW,2021-09-11 04:49:00,False,False,False,True,False,False,35.6,35.6,100,51,0,51
7687,W,2021-09-11 14:52:00,False,False,False,True,False,False,41,41,100,29,0.06,37
7688,W,2021-09-11 22:53:00,False,False,False,True,False,False,41,41,100,34,0,38
7689,W,2021-09-12 04:53:00,False,False,False,True,False,False,42.8,42.8,100,42,0,51
7690,W,2021-09-12 14:49:00,False,False,False,True,False,False,50,50,100,48,0,60
7691,W,2021-09-12 22:49:00,False,False,False,True,False,False,42.8,42.8,100,46,0,46
7692,NW,2021-09-13 04:49:00,True,True,False,False,False,False,39.2,39.2,100,33,0,38
7693,W,2021-09-13 14:50:00,False,False,False,True,False,False,41,41,100,44,0.06,50
7694,NW,2021-09-13 22:50:00,False,False,False,True,False,False,37.4,37.4,100,45,0,45
7695,NW,2021-09-14 04:56:00,False,False,False,True,False,False,35.6,35.6,100,37,0,42
7696,SW,2021-09-14 14:52:00,False,True,False,False,False,False,46.4,44.6,93.4,14,0.5,20
7697,SW,2021-09-14 22:52:00,False,False,False,True,False,False,48.2,48.2,100,31,0,43
7698,SW,2021-09-15 04:54:00,False,False,False,True,False,False,51.8,51.8,100,52,0,60
7699,SW,2021-09-15 14:59:00,False,False,False,True,False,False,53.6,53.6,100,42,0,50
7700,W,2021-09-15 22:57:00,True,True,False,False,False,False,46.4,46.4,100,16,0,16
7701,NW,2021-09-16 04:52:00,False,True,False,False,False,False,41,30.2,65.16,29,100,29
7702,SW,2021-09-16 14:57:00,False,True,False,False,False,False,51.8,42.8,71.26,3,50,3
7703,SW,2021-09-16 22:53:00,False,True,False,False,False,False,44.6,39.2,81.2,16,70,16
7704,W,2021-09-17 04:53:00,False,False,False,True,False,False,46.4,46.4,100,23,0.06,23
7705,S,2021-09-17 14:59:00,False,False,False,True,False,False,51.8,51.8,100,17,0.06,25
7706,SW,2021-09-17 22:53:00,False,False,False,True,False,False,50,50,100,20,0,29
7707,W,2021-09-18 04:53:00,False,False,False,True,False,False,50,50,100,23,0.06,23
7708,NW,2021-09-18 14:53:00,False,False,False,True,False,False,53.6,53.6,100,15,0.06,19
7709,N,2021-09-18 22:58:00,False,True,False,False,False,False,44.6,17.6,33.49,24,130,24
7710,N,2021-09-19 04:54:00,False,True,False,False,False,False,42.8,8.6,24.14,11,130,11
7711,N,2021-09-19 14:53:00,False,True,False,False,False,False,46.4,26.6,45.73,5,130,5
7712,N,2021-09-19 22:53:00,False,True,False,False,False,False,44.6,5,19.13,6,130,6
7713,NW,2021-09-20 04:52:00,False,True,False,False,False,False,46.4,-0.4,13.91,18,130,18
7714,S,2021-09-20 14:54:00,False,True,False,False,False,False,55.4,33.8,43.9,5,110,5
7715,S,2021-09-20 22:54:00,False,True,False,False,False,False,53.6,19.4,25.85,10,80,10
7716,S,2021-09-21 04:51:00,False,True,False,False,False,False,50,1.4,13.22,18,80,18
7717,SW,2021-09-21 14:59:00,False,True,False,False,False,False,53.6,19.4,25.85,23,90,27
7718,SW,2021-09-21 22:55:00,False,False,False,True,False,False,44.6,41,87.09,22,0.12,35
7719,SW,2021-09-22 04:49:00,False,False,False,True,False,False,46.4,46.4,100,37,0,46
7720,S,2021-09-22 14:52:00,False,False,False,True,False,False,50,50,100,31,0,38
7721,S,2021-09-22 22:51:00,False,False,False,True,False,False,53.6,53.6,100,33,0.06,42
7722,S,2021-09-23 04:50:00,False,False,False,True,False,False,48.2,48.2,100,45,0,54
7723,SE,2021-09-23 14:51:00,False,False,False,True,True,False,51.8,51.8,100,21,0,39
7724,SE,2021-09-23 22:52:00,True,True,False,False,False,False,50,50,100,34,0,48
7725,SE,2021-09-24 04:49:00,False,False,False,True,True,False,51.8,51.8,100,36,0,61
7726,SE,2021-09-24 14:50:00,True,True,False,False,False,False,53.6,53.6,100,39,0.06,65
7727,SW,2021-09-24 22:55:00,False,True,False,False,False,False,46.4,26.6,45.73,30,70,36
7728,SW,2021-09-25 04:53:00,False,True,False,False,False,False,42.8,32,65.38,20,80,20
7729,S,2021-09-25 14:55:00,False,True,False,False,False,False,51.8,39.2,61.99,7,40,7
7730,SW,2021-09-25 22:54:00,False,True,False,False,False,False,46.4,28.4,49.24,22,60,26
7731,W,2021-09-26 04:53:00,False,False,False,True,False,False,41,41,100,21,0,21
7732,NW,2021-09-26 14:52:00,False,False,False,True,False,False,35.6,33.8,93.08,46,0.12,51
7733,NW,2021-09-26 22:56:00,False,False,False,True,False,False,35.6,35.6,100,55,0,55
7734,W,2021-09-27 04:53:00,False,False,False,True,False,False,33.8,33.8,100,41,0,41
7735,W,2021-09-27 14:51:00,True,True,False,False,False,False,41,41,100,33,0,39
7736,W,2021-09-27 22:55:00,False,False,False,True,False,False,42.8,42.8,100,46,0,56
7737,W,2021-09-28 04:53:00,False,False,False,True,False,False,42.8,42.8,100,32,0,38
7738,W,2021-09-28 14:48:00,False,False,False,True,False,False,39.2,39.2,100,18,0,18
7739,W,2021-09-28 22:57:00,False,False,False,True,False,False,30.2,30.2,100,8,0,8
7740,N,2021-09-29 04:54:00,False,False,False,True,False,False,26.6,26.6,100,13,0,13
7741,W,2021-09-29 14:55:00,False,False,False,True,False,False,32,32,100,2,0.06,2
7742,NW,2021-09-29 22:53:00,True,True,False,False,False,False,28.4,28.4,100,21,0.06,21
7743,NW,2021-09-30 04:51:00,True,True,False,False,False,False,26.6,26.6,100,22,0.06,27
7744,NW,2021-09-30 14:58:00,False,False,False,True,False,False,30.2,30.2,100,26,0.06,36
7745,NW,2021-09-30 22:50:00,False,False,False,True,False,False,28.4,28.4,100,24,0,35
7746,NW,2021-10-01 04:55:00,True,True,False,False,False,False,30.2,30.2,100,47,0,47
7747,NW,2021-10-01 14:58:00,False,False,False,True,False,False,30.2,30.2,100,41,0,47
7748,NW,2021-10-01 22:53:00,False,False,False,True,False,False,30.2,30.2,100,41,0,46
7749,NW,2021-10-02 04:53:00,False,False,False,True,False,False,32,32,100,38,0,38
7750,W,2021-10-02 14:54:00,True,True,False,False,False,False,39.2,39.2,100,34,0,34
7751,NW,2021-10-02 22:54:00,False,False,False,True,False,False,41,41,100,32,0,32
7752,W,2021-10-03 04:53:00,True,True,False,False,False,False,41,41,100,24,0,24
7753,W,2021-10-03 14:50:00,True,True,False,False,False,False,44.6,44.6,100,26,0,26
7754,NW,2021-10-03 22:53:00,True,True,False,False,False,False,42.8,42.8,100,10,0.06,10
7755,W,2021-10-04 04:49:00,False,False,False,True,False,False,41,41,100,7,0.12,7
7756,SW,2021-10-04 14:57:00,False,True,False,False,False,False,48.2,42.8,81.47,7,60,7
7757,S,2021-10-04 22:56:00,False,False,False,True,False,False,42.8,42.8,100,1,0.12,1
7758,NW,2021-10-05 04:59:00,True,True,False,False,False,False,44.6,44.6,100,1,0.12,1
7759,N,2021-10-05 14:59:00,False,True,False,False,False,False,50,44.6,81.61,3,70,3
7760,NW,2021-10-05 22:55:00,False,True,False,False,False,False,44.6,44.2,98.49,6,100,6
7761,NW,2021-10-06 04:54:00,False,False,False,True,False,False,41,41,100,8,0,8
7762,NE,2021-10-06 14:53:00,False,True,False,False,False,False,50,39.2,66.27,2,70,2
7763,NE,2021-10-06 22:55:00,False,True,False,False,False,False,50,6.8,16.95,5,90,5
7764,W,2021-10-07 04:58:00,False,True,False,False,False,False,48.2,6.8,18.13,4,90,4
7765,W,2021-10-07 14:53:00,False,True,False,False,False,False,53.6,15.8,22.13,9,100,9
7766,W,2021-10-07 22:55:00,False,False,False,True,False,False,42.8,35.6,75.5,30,90,33
7767,NE,2021-10-08 04:55:00,False,True,False,False,False,False,48.2,15.8,27.04,10,90,10
7768,N,2021-10-08 14:57:00,False,True,False,False,False,False,50,44.6,81.61,2,40,2
7769,SE,2021-10-08 22:50:00,False,False,False,True,False,False,39.2,39.2,100,9,0,9
7770,SW,2021-10-09 04:57:00,False,True,False,False,False,False,41,33.8,75.33,7,55,7
7771,S,2021-10-09 14:55:00,False,True,False,False,False,False,46.4,30.2,53,5,30,5
7772,S,2021-10-09 22:55:00,False,True,False,False,False,False,42.8,35.6,75.5,12,50,12
7773,SW,2021-10-10 04:55:00,False,True,False,False,False,False,42.8,39.2,86.99,18,55,18
7774,SW,2021-10-10 14:54:00,False,True,False,False,False,False,48.2,41,76.01,3,50,3
7775,W,2021-10-10 22:55:00,False,True,False,False,False,False,42.8,41,93.3,20,45,20
7776,NW,2021-10-11 04:56:00,False,True,False,False,False,False,44.6,42.8,93.35,10,50,10
7777,W,2021-10-11 14:51:00,False,False,False,True,False,False,50,46.4,87.37,6,0.06,6
7778,W,2021-10-11 22:54:00,False,True,False,False,False,False,50,39.2,66.27,7,90,7
7779,NW,2021-10-12 04:54:00,False,True,False,False,False,False,48.2,41,76.01,6,90,6
7780,W,2021-10-12 14:53:00,False,True,False,False,False,False,57.2,46.4,67.12,8,100,8
7781,SE,2021-10-12 22:51:00,False,True,False,False,False,False,53.6,41,62.23,6,90,6
7782,S,2021-10-13 04:53:00,False,True,False,False,False,False,53.6,41,62.23,13,90,13
7783,W,2021-10-13 14:53:00,False,True,False,False,False,False,55.4,44.6,66.91,12,80,12
7784,N,2021-10-13 22:54:00,False,False,False,True,False,False,46.4,46.4,100,10,0.12,10
7785,NW,2021-10-14 04:54:00,False,False,False,True,False,False,46.4,46.4,100,11,0,11
7786,N,2021-10-14 14:55:00,False,False,False,True,False,False,46.4,46.4,100,11,0.06,11
7787,NW,2021-10-14 22:53:00,False,True,False,False,False,False,46.4,42.8,87.19,4,60,4
7788,W,2021-10-15 04:54:00,False,False,False,True,False,False,44.6,44.6,100,16,0,16
7789,W,2021-10-15 14:53:00,False,True,False,False,False,False,48.2,46.4,93.45,17,5,17
7790,W,2021-10-15 22:57:00,False,False,False,True,False,False,50,50,100,22,0,22
7791,SW,2021-10-16 04:57:00,False,False,False,True,True,False,51.8,51.8,100,27,0,35
7792,S,2021-10-16 14:51:00,True,True,False,False,False,False,50,50,100,39,0,46
7793,W,2021-10-16 22:59:00,True,True,False,False,False,False,42.8,42.8,100,18,0.06,18
7794,NW,2021-10-17 04:52:00,True,True,False,False,False,False,32,32,100,30,0,40
7795,W,2021-10-17 14:58:00,False,False,False,True,False,False,28.4,28.4,100,40,0.06,47
7796,W,2021-10-17 22:59:00,False,False,False,True,False,False,28.4,28.4,100,28,0.06,28
7797,W,2021-10-18 04:50:00,True,True,False,False,False,False,28.4,28.4,100,32,0.06,32
7798,W,2021-10-18 14:56:00,True,True,False,False,False,False,24.8,24.8,100,31,0.06,38
7799,W,2021-10-18 22:59:00,True,True,False,False,False,False,24.8,24.8,100,59,0.06,70
7800,NW,2021-10-19 04:52:00,True,True,False,False,False,False,23,23,100,54,0,58
7801,W,2021-10-19 14:55:00,False,False,False,True,False,False,23,23,100,58,0,68
7802,NW,2021-10-19 22:57:00,False,False,False,True,False,False,24.8,24.8,100,66,0.06,72
7803,NW,2021-10-20 04:54:00,False,False,False,True,False,False,26.6,26.6,100,62,0.06,62
7804,W,2021-10-20 14:52:00,False,True,False,False,False,False,32,28.4,86.39,45,70,53
7805,W,2021-10-20 22:59:00,False,False,False,True,False,False,37.4,37.4,100,31,0,31
7806,W,2021-10-21 04:59:00,False,False,False,True,False,False,37.4,37.4,100,31,0,31
7807,W,2021-10-21 14:51:00,False,False,False,True,True,False,37.4,37.4,100,41,0,46
7808,SW,2021-10-21 22:52:00,False,False,False,True,False,False,39.2,39.2,100,29,0,33
7809,SW,2021-10-22 04:53:00,True,True,False,False,False,False,39.2,39.2,100,32,0,42
7810,NW,2021-10-22 14:56:00,True,True,False,False,False,False,37.4,37.4,100,25,0,25
7811,W,2021-10-22 22:56:00,False,True,False,False,False,False,33.8,15.8,47.22,24,90,24
7812,SW,2021-10-23 04:59:00,False,True,False,False,False,False,30.2,17.6,59.01,18,90,18
7813,W,2021-10-23 14:58:00,False,True,False,False,False,False,28.4,15.8,58.75,9,50,9
7814,NW,2021-10-23 22:55:00,False,False,False,True,False,False,17.6,17.6,100,30,0,30
7815,NW,2021-10-24 04:54:00,False,False,False,True,False,False,15.8,15.8,100,58,0,58
7816,NW,2021-10-24 14:53:00,False,False,False,True,False,False,23,19.4,85.85,38,0.12,41
7817,NW,2021-10-24 22:56:00,False,True,False,False,False,False,23,21.2,92.69,29,90,29
7818,W,2021-10-25 04:54:00,True,True,False,False,False,False,24.8,24.8,100,8,0.06,8
7819,W,2021-10-25 14:51:00,False,False,False,True,False,False,30.2,30.2,100,21,0.06,28
7820,W,2021-10-25 22:49:00,False,False,False,True,False,False,39.2,39.2,100,22,0,22
7821,SW,2021-10-26 04:50:00,True,True,False,False,False,False,39.2,39.2,100,34,0,34
7822,S,2021-10-26 14:55:00,True,True,False,False,False,False,37.4,37.4,100,43,0,54
7823,NE,2021-10-26 22:51:00,True,True,False,False,False,False,33.8,33.8,100,54,0,69
7824,NE,2021-10-27 04:49:00,True,True,False,False,False,False,35.6,35.6,100,61,0,69
7825,NE,2021-10-27 14:51:00,False,False,False,True,False,False,37.4,37.4,100,35,0.06,35
7826,NE,2021-10-27 22:59:00,False,True,False,False,False,False,35.6,17.6,47.51,37,100,37
7827,NE,2021-10-28 04:51:00,False,True,False,False,False,False,35.6,14,40.63,19,80,19
7828,NE,2021-10-28 14:56:00,False,True,False,False,False,False,37.4,3.2,23.28,23,100,23
7829,E,2021-10-28 22:59:00,False,True,False,False,False,False,33.8,-7.6,16.08,26,130,26
7830,E,2021-10-29 04:54:00,False,True,False,False,False,False,33.8,3.2,26.85,23,120,23
7831,E,2021-10-29 14:55:00,False,True,False,False,False,False,37.4,17.6,44.25,19,130,19
7832,SE,2021-10-29 22:51:00,False,True,False,False,False,False,32,26.6,80.22,26,110,26
7833,SE,2021-10-30 04:54:00,False,False,False,True,False,False,33.8,33.8,100,34,0.06,40
7834,SE,2021-10-30 14:57:00,True,True,False,False,False,False,33.8,33.8,100,33,0.06,33
7835,E,2021-10-30 22:53:00,True,True,False,False,False,False,37.4,37.4,100,57,0.06,68
7836,E,2021-10-31 04:52:00,True,True,False,False,False,False,35.6,35.6,100,34,0.12,44
7837,W,2021-10-31 14:59:00,False,False,False,True,False,False,33.8,33.8,100,32,0.06,32
7838,W,2021-10-31 22:56:00,True,True,False,False,False,False,33.8,33.8,100,53,0,59
7839,W,2021-11-01 04:50:00,False,False,False,True,False,False,30.2,30.2,100,47,0,54
7840,W,2021-11-01 14:53:00,False,True,False,False,False,False,23,15.8,73.51,49,100,56
7841,W,2021-11-01 22:53:00,False,False,False,True,False,False,19.4,19.4,100,49,0.06,49
7842,W,2021-11-02 04:52:00,False,False,False,True,False,False,19.4,19.4,100,36,0,36
7843,W,2021-11-02 14:54:00,True,True,False,False,False,False,21.2,21.2,100,28,0.06,28
7844,W,2021-11-02 22:53:00,False,False,False,True,False,False,15.8,15.8,100,32,0.06,32
7845,W,2021-11-03 04:52:00,False,False,False,True,False,False,15.8,15.8,100,23,0.12,23
7846,W,2021-11-03 14:57:00,True,True,False,False,False,False,17.6,17.6,100,25,0.06,28
7847,NW,2021-11-03 22:48:00,False,False,False,True,False,False,14,14,100,34,0,39
7848,NW,2021-11-04 04:51:00,False,False,False,True,False,False,10.4,10.4,100,32,0,32
7849,W,2021-11-04 14:54:00,False,False,False,True,False,False,14,14,100,32,0.06,37
7850,W,2021-11-04 22:49:00,False,False,False,True,False,False,14,14,100,20,0,20
7851,NW,2021-11-05 04:51:00,False,False,False,True,False,False,12.2,12.2,100,25,0.06,25
7852,NW,2021-11-05 14:50:00,False,False,False,True,False,False,14,14,100,41,0.06,41
7853,W,2021-11-05 22:57:00,False,False,False,True,False,False,14,14,100,28,0,28
7854,NW,2021-11-06 04:55:00,False,True,False,False,False,False,15.8,8.6,72.73,33,130,33
7855,W,2021-11-06 14:51:00,False,True,False,False,False,False,26.6,6.8,42.42,20,100,20
7856,W,2021-11-06 22:47:00,False,True,False,False,False,False,26.6,15.8,63.27,17,130,17
7857,W,2021-11-07 04:53:00,False,True,False,False,False,False,32,12.2,43.34,8,130,8
7858,W,2021-11-07 14:56:00,False,True,False,False,False,False,32,8.6,36.91,21,130,21
7859,W,2021-11-07 22:53:00,False,True,False,False,False,False,28.4,21.2,74.08,25,130,25
7860,NW,2021-11-08 04:51:00,False,False,False,True,False,False,28.4,28.4,100,28,0,41
7861,NW,2021-11-08 14:51:00,False,True,False,False,False,False,39.2,28.4,64.93,22,90,22
7862,W,2021-11-08 22:47:00,False,True,False,False,False,False,37.4,15.8,40.93,34,130,34
7863,W,2021-11-09 04:49:00,False,True,False,False,False,False,33.8,30.2,86.49,34,130,34
7864,NW,2021-11-09 14:52:00,False,False,False,True,False,False,35.6,33.8,93.08,17,0,17
7865,W,2021-11-09 22:53:00,False,True,False,False,False,False,33.8,19.4,55.14,7,40,7
7866,W,2021-11-10 04:47:00,True,True,False,False,False,False,30.2,30.2,100,15,0,15
7867,NW,2021-11-10 14:48:00,False,False,False,True,False,True,23,21.2,92.69,47,90,55
7868,NW,2021-11-10 22:53:00,False,False,False,True,False,False,19.4,19.4,100,41,0,48
7869,NW,2021-11-11 04:47:00,False,False,False,True,False,False,17.6,17.6,100,33,0.06,33
7870,SW,2021-11-11 14:48:00,False,True,False,False,False,False,24.8,19.4,79.62,17,60,17
7871,S,2021-11-11 22:52:00,False,False,False,True,False,False,24.8,15.8,68.18,29,70,30
7872,S,2021-11-12 04:49:00,False,False,False,True,False,False,23,23,100,39,0,48
7873,SE,2021-11-12 14:54:00,True,True,False,False,False,False,35.6,35.6,100,47,0,63
7874,W,2021-11-12 22:55:00,False,False,False,True,False,False,23,23,100,48,0.19,48
7875,W,2021-11-13 04:59:00,False,True,False,False,False,False,24.8,21.2,85.96,39,100,39
7876,S,2021-11-13 14:50:00,False,False,False,True,False,False,26.6,26.6,100,29,0.5,40
7877,NW,2021-11-13 22:54:00,True,True,False,False,False,False,15.8,15.8,100,54,0,61
7878,W,2021-11-14 04:56:00,False,False,True,True,False,True,15.8,15.8,100,62,0,66
7879,W,2021-11-14 14:54:00,False,False,False,True,False,False,17.6,17.6,100,30,0.06,37
7880,S,2021-11-14 22:54:00,True,True,False,False,False,False,17.6,17.6,100,22,0.12,28
7881,W,2021-11-15 04:57:00,True,True,False,False,False,False,17.6,17.6,100,25,0.06,25
7882,W,2021-11-15 14:54:00,True,True,False,False,False,False,17.6,17.6,100,40,0,46
7883,NW,2021-11-15 22:57:00,True,True,False,False,False,False,14,14,100,53,0,63
7884,W,2021-11-16 04:56:00,True,True,False,False,False,False,8.6,8.6,100,56,0,67
7885,W,2021-11-16 14:48:00,True,True,False,False,False,False,12.2,12.2,100,57,0,69
7886,W,2021-11-16 22:52:00,False,False,True,True,False,True,6.8,6.8,100,47,0.06,58
7887,NW,2021-11-17 04:57:00,False,False,False,False,False,True,6.8,-2.2,65.87,52,80,52
7888,W,2021-11-17 14:55:00,False,True,False,False,False,False,28.4,8.6,42.73,27,80,27
7889,W,2021-11-17 22:50:00,False,False,False,True,True,False,32,32,100,51,0,56
7890,W,2021-11-18 04:51:00,False,False,False,True,False,False,37.4,37.4,100,38,0,46
7891,SW,2021-11-18 14:51:00,False,False,False,True,False,False,41,41,100,42,0,60
7892,W,2021-11-18 22:50:00,True,True,False,False,False,False,23,23,100,49,0,56
7893,W,2021-11-19 04:48:00,True,True,False,False,False,False,14,14,100,56,0,56
7894,W,2021-11-19 14:56:00,False,False,True,True,False,True,10.4,10.4,100,56,0,68
7895,W,2021-11-19 22:50:00,True,True,False,False,False,False,8.6,8.6,100,59,0,69
7896,NW,2021-11-20 04:50:00,False,False,False,True,False,False,6.8,6.8,100,42,0.12,42
7897,W,2021-11-20 14:58:00,False,True,False,False,False,False,21.2,-5.8,29.48,21,130,21
7898,W,2021-11-20 22:50:00,False,True,False,False,False,False,21.2,6.8,53.18,35,80,46
7899,W,2021-11-21 04:50:00,False,True,False,False,False,False,15.8,8.6,72.73,32,50,32
7900,SW,2021-11-21 14:53:00,False,True,False,False,False,False,23,15.8,73.51,22,70,27
7901,SW,2021-11-21 22:50:00,True,True,False,False,False,False,23,23,100,36,0,48
7902,SW,2021-11-22 04:51:00,False,False,True,True,False,True,28.4,28.4,100,27,0,42
7903,W,2021-11-22 14:56:00,True,True,False,False,False,False,17.6,17.6,100,28,0,28
7904,W,2021-11-22 22:51:00,False,False,False,True,False,False,6.8,6.8,100,33,0,38
7905,NW,2021-11-23 04:50:00,True,True,False,False,False,False,3.2,3.2,100,31,0.06,31
7906,NW,2021-11-23 14:53:00,True,True,False,False,False,False,1.4,1.4,100,38,0,45
7907,NW,2021-11-23 22:50:00,False,False,False,True,False,True,-2.2,-2.2,100,32,0,46
7908,NW,2021-11-24 04:51:00,False,False,False,False,False,True,6.8,-16.6,32.44,44,70,55
7909,NW,2021-11-24 14:55:00,False,True,False,False,False,False,17.6,-7.6,31.51,53,130,62
7910,NW,2021-11-24 22:50:00,False,True,False,False,False,False,26.6,-16.6,13.76,46,100,52
7911,NW,2021-11-25 04:50:00,False,True,False,False,False,False,28.4,15.8,58.75,33,100,33
7912,W,2021-11-25 14:59:00,False,True,False,False,False,False,32,26.6,80.22,28,100,28
7913,W,2021-11-25 22:50:00,False,False,False,True,False,False,30.2,30.2,100,12,0.25,12
7914,SW,2021-11-26 04:50:00,False,False,False,True,False,False,30.2,30.2,100,15,0,15
7915,NW,2021-11-26 14:52:00,True,True,False,False,False,False,21.2,21.2,100,14,0.06,14
7916,NW,2021-11-26 22:57:00,True,True,False,False,False,False,12.2,12.2,100,41,0,52
7917,NW,2021-11-27 04:55:00,True,True,False,False,False,False,5,5,100,69,0,75
7918,W,2021-11-27 14:52:00,False,False,True,True,False,True,3.2,3.2,100,71,0.12,81
7919,NW,2021-11-27 22:56:00,True,True,False,False,False,False,-0.4,-0.4,100,56,0.06,64
7920,NW,2021-11-28 04:54:00,False,True,False,False,False,False,1.4,-5.8,71.07,47,80,47
7921,W,2021-11-28 14:49:00,False,True,False,False,False,False,10.4,-9.4,39.57,11,80,11
7922,SW,2021-11-28 22:53:00,True,True,False,False,False,False,10.4,5,78.35,9,70,16
7923,W,2021-11-29 04:56:00,False,False,False,True,False,True,8.6,8.6,100,22,0.12,22
7924,NW,2021-11-29 14:54:00,False,False,False,True,False,False,5,3.2,92.06,17,90,22
7925,NW,2021-11-29 22:58:00,False,True,False,False,False,False,5,-4,65.62,30,100,39
7926,NW,2021-11-30 04:55:00,True,True,False,False,False,False,-0.4,-0.4,100,49,0,56
7927,W,2021-11-30 14:56:00,True,True,False,False,False,False,6.8,6.8,100,31,0.06,40
7928,W,2021-11-30 22:57:00,True,True,False,False,False,False,8.6,8.6,100,30,0.06,30
7929,W,2021-12-01 04:57:00,True,True,False,False,False,False,12.2,12.2,100,47,0.06,47
7930,W,2021-12-01 14:54:00,False,False,False,True,False,False,12.2,10.4,92.32,42,0.12,58
7931,SW,2021-12-01 22:51:00,False,True,False,False,False,False,19.4,-22,14.09,19,130,19
7932,SW,2021-12-02 04:56:00,True,True,False,False,False,False,19.4,19.4,100,37,0,47
7933,SW,2021-12-02 14:58:00,True,True,False,False,False,False,26.6,26.6,100,36,0,49
7934,W,2021-12-02 22:57:00,True,True,False,False,False,False,21.2,21.2,100,56,0,63
7935,W,2021-12-03 14:54:00,False,False,False,True,False,False,-0.4,-4,84.3,71,80,79
7936,W,2021-12-03 22:52:00,False,True,False,False,False,False,-5.8,-9.4,83.91,55,80,57
7937,W,2021-12-04 04:50:00,False,True,False,False,False,False,-4,-9.4,76.96,47,80,47
7938,W,2021-12-04 14:57:00,True,True,False,False,False,False,8.6,5,84.93,30,6,37
7939,W,2021-12-04 22:50:00,True,True,False,False,False,False,8.6,8.6,100,31,0,31
7940,W,2021-12-05 04:50:00,True,True,False,False,False,False,5,5,100,37,0,45
7941,W,2021-12-05 14:55:00,False,False,False,True,False,False,6.8,6.8,100,37,0,37
7942,S,2021-12-05 22:50:00,False,False,False,True,False,False,10.4,10.4,100,36,0,44
7943,S,2021-12-06 04:50:00,True,True,False,False,False,False,15.8,15.8,100,54,0,59
7944,SW,2021-12-06 14:50:00,False,False,False,True,False,False,35.6,35.6,100,53,0,77
7945,W,2021-12-06 22:50:00,True,True,False,False,False,False,19.4,19.4,100,74,0,85
7946,W,2021-12-07 04:50:00,True,True,False,False,False,False,10.4,10.4,100,72,0,84
7947,W,2021-12-07 14:54:00,False,False,False,True,False,False,3.2,3.2,100,37,0.06,37
7948,W,2021-12-07 22:53:00,True,True,False,False,False,False,1.4,1.4,100,37,0,37
7949,W,2021-12-08 04:49:00,False,False,False,True,False,False,1.4,-2.2,84.43,17,70,17
7950,SW,2021-12-08 14:49:00,True,True,False,False,False,False,6.8,6.8,100,16,0,16
7951,W,2021-12-08 22:58:00,True,True,False,False,False,False,6.8,6.8,100,15,0,15
7952,W,2021-12-09 04:56:00,True,True,False,False,False,False,3.2,3.2,100,33,0,33
7953,NW,2021-12-09 14:57:00,False,False,True,True,False,True,-0.4,-0.4,100,36,0.06,36
7954,W,2021-12-09 22:50:00,False,True,False,False,False,False,6.8,-25.6,20.28,20,100,20
7955,SW,2021-12-10 04:56:00,True,True,False,False,False,False,10.4,10.4,100,31,0.06,40
7956,W,2021-12-10 14:57:00,False,False,True,True,False,True,23,23,100,42,0,50
7957,W,2021-12-10 22:54:00,False,False,False,True,False,False,23,23,100,25,0.06,25
7958,SW,2021-12-11 04:58:00,False,False,False,True,False,False,24.8,24.8,100,23,0,31
7959,SW,2021-12-11 14:57:00,True,True,False,False,False,False,42.8,42.8,100,70,0,80
7960,W,2021-12-11 22:53:00,True,True,False,False,False,False,35.6,35.6,100,79,0,95
7961,W,2021-12-12 04:53:00,True,True,False,False,False,False,12.2,12.2,100,68,0,79
7962,W,2021-12-12 14:57:00,False,True,False,False,False,False,12.2,8.6,85.17,62,100,72
7963,W,2021-12-12 22:50:00,False,True,False,False,False,False,14,10.4,85.28,60,100,66
7964,W,2021-12-13 04:57:00,False,True,False,False,False,False,14,8.6,78.68,55,100,55
7965,W,2021-12-13 14:59:00,False,True,False,False,False,False,19.4,15.8,85.63,48,70,55
